id,icao_code,iata_code,name,type,city_id,country_id,continent_id,latitude_deg,longitude_deg,elevation_ft
1,NTGA,AAA,Anaa Airport,medium_airport,47868,198,6,-17.3526,-145.509995,10
2,YARY,AAB,Arrabury Airport,small_airport,47869,9,6,-26.69639,141.048718,334
3,HEAR,AAC,El Arish International Airport,medium_airport,47870,51,1,31.078565,33.836791,118
4,AAD,AAD,Adado Airport,small_airport,47871,162,2,6.095802,46.6375,1001
5,DABB,AAE,Annaba Rabah Bitat Airport,medium_airport,2074,3,2,36.826781,7.81334,16
6,KAAF,AAF,Apalachicola Regional Airport,small_airport,47872,188,4,29.72750092,-85.02749634,20
7,SSYA,AAG,Avelino Vieira Airport,small_airport,2421,24,5,-24.103901,-49.789101,2641
8,EDKA,AAH,Aachen-Merzbrück Airport,small_airport,26,64,3,50.823055,6.186389,623
9,SWRA,AAI,Arraias Airport,small_airport,2642,24,5,-13.025154,-46.884107,1923
10,SR-AAJ,AAJ,Cayana Airstrip,small_airport,47873,168,5,3.898681,-55.577907,360
11,NGUK,AAK,Aranuka Airport,small_airport,47874,89,6,0.185278,173.636993,6
12,EKYT,AAL,Aalborg Airport,medium_airport,28,46,3,57.094763,9.84993,10
13,FAMD,AAM,Malamala Airport,medium_airport,47875,163,2,-24.816866,31.544085,1124
14,OMAL,AAN,Al Ain International Airport,medium_airport,47876,186,1,24.26169968,55.60919952,869
15,SVAN,AAO,Anaco Airport,medium_airport,1782,193,5,9.430225,-64.470726,721
16,WALS,AAP,Aji Pangeran Tumenggung Pranoto International Airport,medium_airport,36569,77,1,-0.374478,117.250128,82
17,URKA,AAQ,Anapa Vityazevo Airport,medium_airport,47877,145,3,45.002102,37.347301,174
18,EKAH,AAR,Aarhus Airport,medium_airport,36,46,3,56.303331,10.618286,82
19,ID-AAS,AAS,Apalapsili Airport,small_airport,47878,77,1,-3.882495,139.310932,3100
20,CN-0113,AAT,Altay Xuedu Airport,medium_airport,1311,36,1,47.749886,88.085808,2460
21,NSAU,AAU,Asau Airport,small_airport,2781,150,6,-13.505132,-172.627888,
22,RPMA,AAV,Allah Valley Airport,medium_airport,41200,140,1,6.367903,124.752431,659
23,SBAX,AAX,Romeu Zema Airport,medium_airport,47879,24,5,-19.5632,-46.9604,3276
24,OYGD,AAY,Al Ghaydah International Airport,medium_airport,47880,195,1,16.193341,52.174186,134
25,MGQZ,AAZ,Quezaltenango Airport,small_airport,47881,68,4,14.8656,-91.501999,7779
26,UNAA,ABA,Abakan International Airport,medium_airport,55,145,3,53.740002,91.385002,831
27,DNAS,ABB,Asaba International Airport,medium_airport,2749,129,2,6.204167,6.665278,305
28,LEAB,ABC,Albacete Airport / Los Llanos Air Base,medium_airport,995,165,3,38.948502,-1.86352,2302
29,OIAA,ABD,Abadan Airport,medium_airport,45,78,1,30.367887,48.230075,10
30,KABE,ABE,Lehigh Valley International Airport,medium_airport,1216,188,4,40.651773,-75.442797,393
31,NGAB,ABF,Abaiang Airport,small_airport,47882,89,6,1.79861,173.041,26
32,YABI,ABG,Abingdon Downs Airport,small_airport,113,9,6,-17.608814,143.183531,573
33,AU-0548,ABH,Alpha Airport,small_airport,47883,9,6,-23.652849,146.582668,1255
34,KABI,ABI,Abilene Regional Airport,medium_airport,111,188,4,32.41130066,-99.68190002,1791
35,DIAP,ABJ,Félix-Houphouët-Boigny International Airport,medium_airport,109,83,2,5.26139,-3.92629,21
36,HAKD,ABK,Kebri Dahar Airport,medium_airport,47884,57,2,6.732577,44.241339,1800
37,PAFM,ABL,Ambler Airport,medium_airport,47885,188,4,67.105529,-157.855339,334
38,YNPE,ABM,Northern Peninsula Airport,small_airport,47886,9,6,-10.946194,142.455081,34
39,SMBN,ABN,Albina Airport,small_airport,1019,168,5,5.51272,-54.050098,19
40,DIAO,ABO,Aboisso Airport,small_airport,123,83,2,5.461944,-3.234722,95
41,ABP,ABP,Atkamba Airport,small_airport,47887,137,6,-6.06462,141.095173,150
42,KABQ,ABQ,Albuquerque International Sunport,large_airport,1030,188,4,35.039976,-106.608925,5355
43,KABR,ABR,Aberdeen Regional Airport,medium_airport,92,188,4,45.44910049,-98.42179871,1302
44,HEBL,ABS,Abu Simbel Airport,medium_airport,47888,51,2,22.367657,31.609962,614
45,OEBA,ABT,King Saud Bin Abdulaziz (Al Baha) Airport,medium_airport,47889,153,1,20.298506,41.636153,5486
46,WRKA,ABU,AA Bere Tallo (Haliwen) Airport,small_airport,2928,77,1,-9.074841,124.903285,1027
47,DNAA,ABV,Nnamdi Azikiwe International Airport,large_airport,163,129,2,9.00679,7.26317,1123
48,YMAY,ABX,Albury Airport,medium_airport,1032,9,6,-36.066758,146.959148,539
49,KABY,ABY,Southwest Georgia Regional Airport,medium_airport,999,188,4,31.532946,-84.196215,197
50,EGPD,ABZ,Aberdeen Dyce Airport,medium_airport,92,187,3,57.2019,-2.19778,215
51,MMAA,ACA,Aeropuerto Internacional Juan N. Álvarez,medium_airport,47890,113,4,16.757126,-99.753113,16
52,KACB,ACB,Antrim County Airport,small_airport,5042,188,4,44.988602,-85.198402,623
53,DGAA,ACC,Kotoka International Airport,large_airport,202,65,2,5.6051898,-0.166786,205
54,SKAD,ACD,Alcides Fernández Airport,small_airport,47891,37,5,8.497847,-77.274106,50
55,GCRR,ACE,César Manrique-Lanzarote Airport,large_airport,47892,165,2,28.945499,-13.6052,46
56,ZWAL,ACF,Aral Tarim Airport,small_airport,2393,36,1,40.434748,81.26206,
57,LSZR,ACH,Sankt Gallen Altenrhein Airport,medium_airport,47893,170,3,47.485001,9.56077,1306
58,EGJA,ACI,Alderney Airport,medium_airport,47894,199,3,49.706104,-2.21472,290
59,VCCA,ACJ,Anuradhapura Airport,medium_airport,2242,166,1,8.301542,80.42848,324
60,KACK,ACK,Nantucket Memorial Airport,medium_airport,28764,188,4,41.25310135,-70.06020355,47
61,ACM,ACM,Arica Airport,small_airport,2551,37,5,-2.143713,-71.75935,316
62,MMCC,ACN,Ciudad Acuña New International Airport,small_airport,47895,113,4,29.333662,-101.100555,1410
63,CR-0006,ACO,Cóbano Airport,small_airport,47896,41,4,9.693365,-85.091216,502
64,OITM,ACP,Sahand Airport,small_airport,25679,78,1,37.34799957,46.12789917,4396
65,SKAC,ACR,Araracuara Airport,small_airport,47897,37,5,-0.600854,-72.398011,1250
66,UNKS,ACS,Achinsk Airport,medium_airport,220,145,3,56.269185,90.57511,1033
67,KACT,ACT,Waco Regional Airport,medium_airport,45583,188,4,31.61129951,-97.23049927,516
68,PA-0001,ACU,Achutupu Airport,small_airport,47898,136,4,9.188481,-77.994153,10
69,KACV,ACV,California Redwood Coast-Humboldt County Airport,medium_airport,47899,188,4,40.978101,-124.109,221
70,ZUYI,ACX,Xingyi Wanfenglin Airport,medium_airport,46700,36,1,25.083423,104.960804,4150
71,KACY,ACY,Atlantic City International Airport,medium_airport,2979,188,4,39.45759964,-74.57720184,75
72,OIZB,ACZ,Zabol Airport,medium_airport,47323,78,1,31.098301,61.5439,1628
73,LTAF,ADA,Adana Şakirpaşa Airport,medium_airport,38886,181,1,36.982201,35.280399,65
74,LTBJ,ADB,Adnan Menderes International Airport,large_airport,14719,181,1,38.2924,27.157,412
75,ADC,ADC,Andakombe Airport,small_airport,47900,137,6,-7.137222222,145.7447222,3600
76,HAAB,ADD,Addis Ababa Bole International Airport,large_airport,288,57,2,8.97789,38.799301,7630
77,OYAA,ADE,Aden International Airport,medium_airport,302,195,1,12.8295,45.028801,7
78,LTCP,ADF,Adıyaman Airport,medium_airport,47901,181,1,37.7314,38.468899,2216
79,KADG,ADG,Lenawee County Airport,small_airport,342,188,4,41.866205,-84.077983,798
80,UEEA,ADH,Aldan Airport,small_airport,1068,145,1,58.60279846,125.4089966,2241
81,FYAR,ADI,Arandis Airport,medium_airport,47902,122,2,-22.461875,14.979322,1905
82,OJAM,ADJ,Amman Civil (Marka International) Airport,medium_airport,1684,86,1,31.9727,35.9916,2555
83,PADK,ADK,Adak Airport,medium_airport,47903,188,4,51.883564,-176.642783,18
84,YPAD,ADL,Adelaide International Airport,large_airport,295,9,6,-34.947512,138.533393,20
85,KADM,ADM,Ardmore Municipal Airport,small_airport,2501,188,4,34.30301,-97.0196342,777
86,YAMK,ADO,Andamooka Airport,small_airport,1860,9,6,-30.438299,137.136993,76
87,VCCG,ADP,Ampara Airport,medium_airport,47904,166,1,7.336745,81.623869,150
88,PADQ,ADQ,Kodiak Airport,medium_airport,47905,188,4,57.75,-152.4940033,78
89,KPHH,ADR,Robert F Swinnie Airport,small_airport,1937,188,4,33.4516983,-79.52619934,26
90,KADS,ADS,Addison Airport,small_airport,10837,188,4,32.96860123,-96.83640289,644
91,KADH,ADT,Ada Regional Airport,small_airport,268,188,4,34.805214,-96.671988,1016
92,OITL,ADU,Ardabil Airport,medium_airport,2491,78,1,38.32569885,48.42440033,4315
93,ADV,ADV,El Daein Airport,small_airport,47906,167,2,11.4023,26.1186,1560
94,KADW,ADW,Joint Base Andrews,large_airport,7733,188,4,38.810799,-76.866997,280
95,EGQL,ADX,Leuchars Station Airfield,medium_airport,47907,187,3,56.37398,-2.868862,38
96,FAAL,ADY,Alldays Airport,small_airport,47908,163,2,-22.679001,29.0555,2600
97,SKSP,ADZ,Gustavo Rojas Pinilla International Airport,medium_airport,47909,37,4,12.5836,-81.7112,19
98,NGTB,AEA,Abemama Airport,small_airport,47910,89,6,0.490759,173.830287,8
99,CN-0082,AEB,Baise Youjiang Airport,medium_airport,47911,36,1,23.7206,106.959999,490
100,AEE,AEE,Adareil Airport,small_airport,47912,164,2,10.053611,32.959444,1301
101,WIME,AEG,Aek Godang Airport,medium_airport,47913,77,1,1.4001,99.430496,922
102,FTTC,AEH,Abeche Airport,medium_airport,83,34,2,13.847,20.844299,1788
103,AEK,AEK,Aseki Airport,small_airport,47914,137,6,-7.350805,146.193994,4106
104,KAEL,AEL,Albert Lea Municipal Airport,small_airport,1012,188,4,43.68149948,-93.36720276,1260
105,UHTG,AEM,Amgu Airport,small_airport,47915,145,1,45.84126,137.673568,10
106,GQNA,AEO,Aioun el Atrouss Airport,small_airport,47916,111,2,16.7112999,-9.637880325,951
107,SABE,AEP,Jorge Newbery Airpark,large_airport,7035,7,5,-34.5592,-58.4156,18
108,AEQ,AEQ,Ar Horqin Airport,small_airport,9221,36,1,43.908407,120.15099,1335
109,URSS,AER,Sochi International Airport,large_airport,40097,145,3,43.449902,39.9566,89
110,ENAL,AES,"Ålesund Airport, Vigra",medium_airport,47917,131,3,62.5625,6.1197,69
111,PFAL,AET,Allakaket Airport,small_airport,47918,188,4,66.551804,-152.621994,441
112,OIBA,AEU,Abu Musa Island Airport,medium_airport,47919,78,1,25.8757,55.033001,23
113,KAEX,AEX,Alexandria International Airport,medium_airport,1118,188,4,31.3274,-92.549797,89
114,BIAR,AEY,Akureyri Airport,medium_airport,749,75,3,65.656573,-18.072018,6
115,SAMR,AFA,Suboficial Ay Santiago Germano Airport,medium_airport,37196,7,5,-34.588299,-68.4039,2470
116,FAPA,AFD,Port Alfred Airport,small_airport,33357,163,2,-33.555057,26.881656,275
117,KAFF,AFF,USAF Academy Airfield,small_airport,10009,188,4,38.972497,-104.821125,6572
118,SKAM,AFI,Amalfi Airport,small_airport,1406,37,5,6.895033,-75.047334,5507
119,AFK,AFK,Kondavattavana Tank Seaplane Base,seaplane_base,47904,166,1,7.284,81.644,95
120,SBAT,AFL,Piloto Osvaldo Marques Dias Airport,medium_airport,1294,24,5,-9.866389,-56.106298,948
121,KAFN,AFN,Jaffrey Airfield Silver Ranch Airport,small_airport,47921,188,4,42.805099,-72.002998,1040
122,KAFO,AFO,Afton Municipal Airport,small_airport,47922,188,4,42.71120071,-110.9420013,6221
124,UTSN,AFS,Sugraly Airport,small_airport,47923,190,1,41.613899,64.2332,1396
125,AGAF,AFT,Afutara Aerodrome,small_airport,47924,161,6,-9.191388889,160.9486111,23
126,KAFW,AFW,Perot Field/Fort Worth Alliance Airport,medium_airport,14023,188,4,32.99044,-97.31947,722
127,LTAH,AFY,Afyon Air Base,medium_airport,375,181,1,38.726398,30.601101,3310
128,OIMS,AFZ,Sabzevar National Airport,medium_airport,36003,78,1,36.16809845,57.59519958,3010
129,GMAD,AGA,Al Massira Airport,medium_airport,47925,119,2,30.322478,-9.412003,250
130,EDMA,AGB,Augsburg Airport,medium_airport,3050,64,3,48.425278,10.931667,1516
131,KAGC,AGC,Allegheny County Airport,medium_airport,32955,188,4,40.354401,-79.930199,1252
132,ID-AGD,AGD,Anggi Airport,small_airport,47926,77,1,-1.3858,133.8737,6644
133,EDWG,AGE,Wangerooge Airport,small_airport,47927,64,3,53.782544,7.919584,7
134,LFBA,AGF,Agen-La Garenne Airport,medium_airport,47928,60,3,44.174171,0.59309,204
135,AGG,AGG,Angoram Airport,small_airport,47929,137,6,-4.055833333,144.0738889,75
136,ESTA,AGH,Ängelholm-Helsingborg Airport,medium_airport,47930,169,3,56.29610062,12.84710026,68
137,SMWA,AGI,Wageningen Airstrip,small_airport,45603,168,5,5.841252,-56.673247,6
138,RORA,AGJ,Aguni Airport,small_airport,47931,85,1,26.592755,127.240335,38
139,AGK,AGK,Kagua Airport,small_airport,47932,137,6,-6.396388889,143.8536111,5350
141,BGAM,AGM,Tasiilaq Heliport,heliport,42035,200,4,65.612296,-37.618335,24
142,PAGN,AGN,Angoon Seaplane Base,seaplane_base,47933,188,4,57.497097,-134.56722,
143,KAGO,AGO,Magnolia Municipal Airport / Ralph C Weiser Field,small_airport,24826,188,4,33.228001,-93.217002,319
144,LEMG,AGP,Málaga-Costa del Sol Airport,large_airport,47934,165,3,36.6749,-4.49911,53
145,VIAG,AGR,Agra Airport / Agra Air Force Station,medium_airport,436,76,1,27.157683,77.960942,551
146,KAGS,AGS,Augusta Regional At Bush Field,medium_airport,3052,188,4,33.3699,-81.9645,144
147,SGES,AGT,Aeropuerto Internacional Guaraní,large_airport,9702,138,5,-25.457186,-54.839544,846
148,MMAS,AGU,Aeropuerto Internacional Jesús Terán Peredo,medium_airport,475,113,4,21.699589,-102.318372,6112
149,SVAC,AGV,Oswaldo Guevara Mujica Airport,medium_airport,187,193,5,9.553375,-69.237869,640
150,AU-AGW,AGW,Agnew Airport,small_airport,47935,9,6,-12.1456,142.149369,160
151,VOAT,AGX,Agatti Airport,medium_airport,47936,76,1,10.8237,72.176003,14
152,AGY,AGY,Argyle Downs Airport,small_airport,47937,9,6,-16.508604,128.922485,407
153,FAAG,AGZ,Aggeneys Airport,medium_airport,47938,163,2,-29.281799,18.8139,2648
154,OEAB,AHB,Abha International Airport,medium_airport,103,153,1,18.2404,42.656601,6858
155,KAHC,AHC,Amedee Army Air Field,small_airport,47939,188,4,40.26620102,-120.1529999,4012
156,K1F0,AHD,Ardmore Downtown Executive Airport,small_airport,2501,188,4,34.14699936,-97.12270355,844
157,NTHE,AHE,Ahe Airport,medium_airport,47940,198,6,-14.42809963,-146.2570038,11
158,K37V,AHF,Arapahoe Municipal Airport,small_airport,47941,188,4,40.341576,-99.907839,2270
159,KAHH,AHH,Amery Municipal Airport,small_airport,47942,188,4,45.28110123,-92.37539673,1088
160,WAPA,AHI,Amahai Airport,small_airport,1401,77,1,-3.347851,128.927093,29
161,AHJ,AHJ,Hongyuan Airport,medium_airport,47943,36,1,32.53154,102.35224,11600
162,SYAH,AHL,Aishalton Airport,small_airport,47944,71,5,2.47403,-59.320786,587
163,KS03,AHM,Ashland Municipal Airport-Sumner Parker Field,small_airport,2830,188,4,42.190265,-122.660648,1885
164,KAHN,AHN,Athens Ben Epps Airport,medium_airport,2954,188,4,33.948842,-83.325634,808
165,LIEA,AHO,Alghero-Fertilia Airport,medium_airport,1152,82,3,40.632099,8.29077,87
166,MHAH,AHS,Ahuas Airport,small_airport,47945,73,4,15.4722,-84.352203,249
167,GMTA,AHU,Cherif Al Idrissi Airport,medium_airport,820,119,2,35.17710114,-3.839519978,95
168,AHY,AHY,Ambatolhy Airport,small_airport,1501,104,2,-20.01583333,45.535,340
169,LFHU,AHZ,Altiport L'Alpe d'Huez - Henri GIRAUD,small_airport,47946,60,3,45.087399,6.083604,6102
170,KAIA,AIA,Alliance Municipal Airport,medium_airport,1220,188,4,42.052543,-102.803965,3931
171,AIP,AIC,Ailinglaplap Airok Airport,small_airport,47947,110,6,7.279422,168.8257,16
172,KAID,AID,Anderson Municipal Darlington Field,small_airport,1875,188,4,40.10860062,-85.61299896,919
173,AIE,AIE,Aiome Airport,small_airport,47948,137,6,-5.145699978,144.7307003,350
174,SNAX,AIF,Marcelo Pires Halzhausen Airport,small_airport,2885,24,5,-22.638601,-50.455983,1850
175,FEFY,AIG,Yalinga Airport,small_airport,47949,33,2,6.519999981,23.26000023,1975
176,AIH,AIH,Aiambak Airport,small_airport,47950,137,6,-7.342777778,141.2675,90
177,HDAS,AII,Ali-Sabieh Airport,small_airport,47951,47,2,11.146889,42.72,2313
178,KAIK,AIK,Aiken Regional Airport,small_airport,541,188,4,33.649399,-81.684998,528
179,PA-0003,AIL,Ailigandí Airport,small_airport,47952,136,4,9.2226,-78.0236,55
180,MH-AIM,AIM,Ailuk Airport,small_airport,47953,110,6,10.21679974,169.9830017,
181,PAWI,AIN,Wainwright Airport,medium_airport,47954,188,4,70.638,-159.994995,41
182,KAIO,AIO,Atlantic Municipal Airport,small_airport,47955,188,4,41.40729904,-95.04689789,1165
183,VIAX,AIP,Adampur Airport,small_airport,281,76,1,31.4338,75.758797,775
184,SWRP,AIR,Aripuanã Airport,small_airport,47956,24,5,-10.187375,-59.457469,755
185,NGTR,AIS,Arorae Island Airport,small_airport,47957,89,6,-2.616233,176.802209,
186,NCAI,AIT,Aitutaki Airport,small_airport,47958,201,6,-18.8309,-159.764008,14
187,NCAT,AIU,Enua Airport,small_airport,47959,201,6,-19.96780014,-158.1190033,36
188,KAIV,AIV,George Downer Airport,small_airport,47960,188,4,33.106499,-88.1978,150
189,FYAA,AIW,Ai-Ais Airport,small_airport,47961,122,2,-27.995,17.5966,2000
190,KAIZ,AIZ,Lee C Fine Memorial Airport,small_airport,47962,188,4,38.09600067,-92.54949951,869
191,LFKJ,AJA,Ajaccio-Napoléon Bonaparte Airport,medium_airport,47963,60,3,41.92359924,8.802920341,18
192,OESK,AJF,Al-Jawf Domestic Airport,medium_airport,47964,153,1,29.78510094,40.09999847,2261
193,LTCO,AJI,Ağrı Airport,medium_airport,47965,181,1,39.655642,43.025742,5462
194,GQNJ,AJJ,Akjoujt Airport,small_airport,716,111,2,19.727998,-14.377214,403
195,OIHR,AJK,Arak Airport,small_airport,47966,78,1,34.1381,49.847301,5440
196,VELP,AJL,Lengpui Airport,medium_airport,47967,76,1,23.840599,92.619698,1398
197,FMCV,AJN,Ouani Airport,medium_airport,30947,38,2,-12.131047,44.430044,62
198,ESNX,AJR,Arvidsjaur Airport,medium_airport,47968,169,3,65.59030151,19.28190041,1245
199,MX-AJS,AJS,Punta Abreojos Airport,small_airport,47969,113,4,26.7272,-113.558998,26
200,SBAR,AJU,Aracaju - Santa Maria International Airport,medium_airport,2353,24,5,-10.984,-37.070301,139
201,DRZA,AJY,Mano Dayak International Airport,medium_airport,379,128,2,16.9659996,8.000109673,1657
202,ZLAK,AKA,Ankang Fuqiang Airport,small_airport,47970,36,1,32.75696,108.87338,1209
203,PAAK,AKB,Atka Airport,small_airport,47971,188,4,52.220299,-174.205994,57
204,KAKR,AKC,Akron Executive Airport,medium_airport,732,188,4,41.037498,-81.466904,1067
205,VAAK,AKD,Akola Airport,medium_airport,723,76,1,20.698931,77.056883,999
206,GA-AKE,AKE,Akieni Airport,small_airport,47972,61,2,-1.139670014,13.90359974,1660
207,HLKF,AKF,Kufra Airport,medium_airport,47973,100,2,24.17869949,23.31399918,1367
208,PG-AKG,AKG,Anguganak Airport,small_airport,47974,137,6,-3.560504,142.217307,937
209,OEPS,AKH,Prince Sultan Air Base,medium_airport,35438,153,1,24.0627,47.580502,1651
210,PFAK,AKI,Akiak Airport,small_airport,47975,188,4,60.902646,-161.23106,30
211,RJEC,AKJ,Asahikawa Airport,medium_airport,16967,85,1,43.670799,142.447006,721
212,PAKH,AKK,Akhiok Airport,small_airport,47976,188,4,56.938702,-154.182999,44
213,NZAA,AKL,Auckland International Airport,large_airport,3042,126,6,-37.01199,174.786331,23
214,AKM,AKM,Zakuoma Airport,small_airport,47977,34,2,10.89027778,19.81722222,1370
215,PAKN,AKN,King Salmon Airport,medium_airport,47978,188,4,58.677845,-156.651965,73
216,KAKO,AKO,Colorado Plains Regional Airport,small_airport,732,188,4,40.17559814,-103.2220001,4714
217,PAKP,AKP,Anaktuvuk Pass Airport,medium_airport,47979,188,4,68.133598,-151.742996,2102
218,ID-AKQ,AKQ,Gunung Batin Airport,small_airport,47980,77,1,-4.61114,105.232002,99
219,DNAK,AKR,Akure Airport,medium_airport,748,129,2,7.246739864,5.301010132,1100
220,AGGA,AKS,Gwaunaru'u Airport,small_airport,3061,161,6,-8.70257,160.682007,5
221,LCRA,AKT,RAF Akrotiri,medium_airport,47981,44,1,34.590401,32.9879,76
222,ZWAK,AKU,Aksu Hongqipo Airport,medium_airport,47982,36,1,41.262501,80.291702,3816
223,CYKO,AKV,Akulivik Airport,small_airport,47983,32,4,60.8186,-78.148598,75
224,OIAG,AKW,Aghajari Airport,medium_airport,47984,78,1,30.7444,49.6772,88
225,UATT,AKX,Aktobe Airport,medium_airport,47985,87,1,50.2458,57.206699,738
226,VYSW,AKY,Sittwe Airport,medium_airport,39911,121,1,20.133165,92.870693,27
227,UAAA,ALA,Almaty International Airport,large_airport,1239,87,1,43.354267,77.042828,2234
228,KALB,ALB,Albany International Airport,medium_airport,999,188,4,42.74829865,-73.80169678,285
229,LEAL,ALC,Alicante-Elche Miguel Hernández Airport,large_airport,1173,165,3,38.2822,-0.558156,142
230,SPAR,ALD,Alerta Airport,small_airport,14024,139,5,-11.65018,-69.229614,797
231,KE38,ALE,Alpine Casparis Municipal Airport,small_airport,1281,188,4,30.38419914,-103.6839981,4515
232,ENAT,ALF,Alta Airport,medium_airport,1291,131,3,69.97609711,23.37170029,9
233,DAAG,ALG,Houari Boumediene Airport,large_airport,1153,3,2,36.693886,3.214531,82
234,YABA,ALH,Albany Airport,medium_airport,999,9,6,-34.94329834,117.8089981,233
235,KALI,ALI,Alice International Airport,medium_airport,1174,188,4,27.7409,-98.026901,178
236,FAAB,ALJ,Alexander Bay Airport,medium_airport,1115,163,2,-28.575001,16.5333,98
237,LIMG,ALL,Riviera Villanova d'Albenga International Airport,medium_airport,47986,82,3,44.050598,8.12743,148
238,KALM,ALM,Alamogordo White Sands Regional Airport,medium_airport,954,188,4,32.84051,-105.98794,4200
239,KALN,ALN,St Louis Regional Airport,medium_airport,47987,188,4,38.89030075,-90.04599762,544
240,KALO,ALO,Waterloo Regional Airport,medium_airport,45853,188,4,42.55709839,-92.40029907,873
241,OSAP,ALP,Aleppo International Airport,medium_airport,1107,171,1,36.180698,37.2244,1276
242,SSLT,ALQ,Alegrete Novo Airport,small_airport,1084,24,5,-29.811595,-55.894707,410
243,NZLX,ALR,Alexandra Aerodrome,medium_airport,47988,126,6,-45.210495,169.371113,752
244,KALS,ALS,San Luis Valley Regional Airport/Bergman Field,medium_airport,956,188,4,37.434898,-105.866997,7539
245,BR-ALT,ALT,Alenquer Municipal Airport,small_airport,1105,24,5,-1.917,-54.7231,55
246,HCMA,ALU,Caluula Airport,small_airport,7648,162,2,11.9582,50.748,6
247,KALW,ALW,Walla Walla Regional Airport,medium_airport,45670,188,4,46.09489822,-118.288002,1194
248,KALX,ALX,Thomas C Russell Field,small_airport,1116,188,4,32.91469955,-85.96299744,686
249,ALZ,ALZ,Alitak Seaplane Base,seaplane_base,47989,188,4,56.897294,-154.249692,
250,KAMA,AMA,Rick Husband Amarillo International Airport,medium_airport,1429,188,4,35.219398,-101.706001,3607
251,FMNE,AMB,Ambilobe Airport,small_airport,1535,104,2,-13.1884,48.987999,72
252,FTTN,AMC,Am Timan Airport,small_airport,47990,34,2,11.0340004,20.27400017,1420
253,VAAH,AMD,Sardar Vallabh Bhai Patel International Airport,medium_airport,512,76,1,23.0772,72.634697,189
254,AME,AME,Alto Molocue Airport,small_airport,47991,120,2,-15.61027778,37.68138889,1950
255,AMF,AMF,Ama Airport,small_airport,1394,137,6,-4.101111111,141.67,145
256,HAAM,AMH,Arba Minch Airport,medium_airport,47992,57,2,6.03939,37.5905,3901
257,WADA,AMI,Selaparang Airport,small_airport,26142,77,1,-8.56056,116.095097,52
258,SNAR,AMJ,Cirilo Queiróz Airport,small_airport,1245,24,5,-16.165579,-40.684024,640
259,K00C,AMK,Animas Air Park,small_airport,12267,188,4,37.203201,-107.869003,6684
260,PA-AML,AML,Puerto Armuelles Airport,small_airport,33812,136,4,8.267667,-82.864537,42
261,OJAI,AMM,Queen Alia International Airport,large_airport,1684,86,1,31.72260094,35.99319839,2395
262,KAMN,AMN,Gratiot Community Airport,small_airport,1230,188,4,43.32210159,-84.68800354,754
263,FTTU,AMO,Mao Airport,small_airport,25634,34,2,14.1456,15.3144,1072
264,FMSY,AMP,Ampanihy Airport,small_airport,1710,104,2,-24.699699,44.7342,771
265,WAPP,AMQ,Pattimura International Airport,medium_airport,1621,77,1,-3.71026,128.089005,33
266,EHAM,AMS,Amsterdam Airport Schiphol,large_airport,1748,125,3,52.308601,4.76389,-11
268,AMU,AMU,Amanab Airport,small_airport,47993,137,6,-3.586,141.2143333,1307
269,ULDD,AMV,Amderma Airport,medium_airport,1639,145,1,69.76329803,61.5564003,13
270,KAMW,AMW,Ames Municipal Airport,small_airport,1654,188,4,41.992001,-93.621803,956
272,AMY,AMY,Ambatomainty Airport,small_airport,1507,104,2,-17.686667,45.623889,1025
273,NZAR,AMZ,Ardmore Airport,medium_airport,47994,126,6,-37.02970123,174.9730072,111
274,KE-6112,ANA,Angama Airport,small_airport,47995,88,2,-1.27156,34.955513,6180
275,KANB,ANB,Anniston Regional Airport,medium_airport,2091,188,4,33.5882,-85.8581,612
276,PANC,ANC,Ted Stevens Anchorage International Airport,large_airport,1844,188,4,61.179004,-149.992561,152
277,KAND,AND,Anderson Regional Airport,medium_airport,1875,188,4,34.49459839,-82.70939636,782
278,LFJR,ANE,Angers-Loire Airport,medium_airport,47996,60,3,47.560299,-0.312222,194
279,SCFA,ANF,Andrés Sabella Gálvez International Airport,medium_airport,2188,35,5,-23.444501,-70.445099,455
280,LFBU,ANG,Angoulême-Brie-Champniers Airport,medium_airport,47997,60,3,45.729198,0.221456,436
281,PANI,ANI,Aniak Airport,medium_airport,47998,188,4,61.58160019,-159.5429993,88
282,FCBZ,ANJ,Zanaga Airport,small_airport,47999,40,2,-2.85,13.817,1870
283,LTAD,ANK,Etimesgut Air Base,medium_airport,2034,181,1,39.94979858,32.68859863,2653
284,AO-0005,ANL,Andulo Airport,small_airport,48000,5,2,-11.4723,16.710899,
285,FMNH,ANM,Antsirabe Airport,medium_airport,2228,104,2,-14.9994,50.320202,20
286,PANT,ANN,Annette Island Airport,medium_airport,48001,188,4,55.037663,-131.572609,119
287,FQAG,ANO,Angoche Airport,small_airport,48002,120,2,-16.18187,39.945217,121
288,KANP,ANP,Lee Airport,small_airport,2082,188,4,38.942902,-76.568398,34
289,KANQ,ANQ,Tri State Steuben County Airport,small_airport,1983,188,4,41.639702,-85.083504,995
290,EBAW,ANR,Antwerp International Airport (Deurne),medium_airport,2238,17,3,51.190667,4.463153,39
291,SPHY,ANS,Andahuaylas Airport,small_airport,1853,139,5,-13.70639992,-73.35040283,11300
292,TAPA,ANU,V C Bird International Airport,medium_airport,48003,6,4,17.1367,-61.792702,62
293,PANV,ANV,Anvik Airport,medium_airport,48004,188,4,62.646702,-160.190994,291
